# phi  Veff_T1e-03  Veff_T1e-02  Veff_T1e-01
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
3.4200000000e-06 4.1015614338e-19 4.3189248797e-17 4.5186836044e-15
3.4300000000e-06 4.1255690263e-19 4.3442170849e-17 4.5451516899e-15
3.4400000000e-06 4.1496465959e-19 4.3695835710e-17 4.5716739856e-15
3.4500000000e-06 4.1737941468e-19 4.3950236762e-17 4.5983318065e-15
3.4600000000e-06 4.1980116747e-19 4.4205377313e-17 4.6250031799e-15
3.4700000000e-06 4.2222991798e-19 4.4461255710e-17 4.6517694210e-15
3.4800000000e-06 4.2466566640e-19 4.4717870297e-17 4.6786169773e-15
3.4900000000e-06 4.2710841194e-19 4.4975226038e-17 4.7055594013e-15
3.5000000000e-06 4.2955815498e-19 4.5233316315e-17 4.7325695880e-15
3.5100000000e-06 4.3201489594e-19 4.5492149400e-17 4.7596339847e-15
3.5200000000e-06 4.3447863380e-19 4.5751718677e-17 4.7867932491e-15
3.5300000000e-06 4.3694936938e-19 4.6012025798e-17 4.8140202762e-15
3.5400000000e-06 4.3942710187e-19 4.6273074073e-17 4.8413557234e-15
3.5500000000e-06 4.4191183166e-19 4.6534858539e-17 4.8687453808e-15
3.5600000000e-06 4.4440355857e-19 4.6797380850e-17 4.8962028008e-15
3.5700000000e-06 4.4690228258e-19 4.7060642661e-17 4.9237415360e-15
3.5800000000e-06 4.4940800329e-19 4.7324642316e-17 4.9513751389e-15
3.5900000000e-06 4.5192072132e-19 4.7589379817e-17 4.9790900569e-15
3.6000000000e-06 4.5444043604e-19 4.7854855163e-17 5.0068456325e-15
3.6100000000e-06 4.5696714707e-19 4.8121073317e-17 5.0346960758e-15
3.6200000000e-06 4.5950085541e-19 4.8388026007e-17 5.0626413868e-15
3.6300000000e-06 4.6204156005e-19 4.8655714888e-17 5.0906680130e-15
3.6400000000e-06 4.6458926159e-19 4.8924146577e-17 5.1187352967e-15
3.6500000000e-06 4.6714395904e-19 4.9193316112e-17 5.1468974482e-15
3.6600000000e-06 4.6970565338e-19 4.9463220183e-17 5.1751273622e-15
3.6700000000e-06 4.7227434403e-19 4.9733865407e-17 5.2034385915e-15
3.6800000000e-06 4.7485003077e-19 5.0005248477e-17 5.2318446884e-15
3.6900000000e-06 4.7743271382e-19 5.0277372700e-17 5.2603321005e-15
3.7000000000e-06 4.8002239316e-19 5.0550229806e-17 5.2888872752e-15
3.7100000000e-06 4.8261906840e-19 5.0823829720e-17 5.3174966600e-15
3.7200000000e-06 4.8522273974e-19 5.1098165824e-17 5.3461873600e-15
3.7300000000e-06 4.8783340718e-19 5.1373241428e-17 5.3749864802e-15
3.7400000000e-06 4.9045107031e-19 5.1649054877e-17 5.4038533630e-15
3.7500000000e-06 4.9307572934e-19 5.1925606172e-17 5.4327880085e-15
3.7600000000e-06 4.9570738406e-19 5.2202896965e-17 5.4617904166e-15
3.7700000000e-06 4.9834603448e-19 5.2480923950e-17 5.4908876924e-15
3.7800000000e-06 5.0099168039e-19 5.2759690434e-17 5.5200391784e-15
3.7900000000e-06 5.0364432199e-19 5.3039194763e-17 5.5492990845e-15
3.8000000000e-06 5.0630395888e-19 5.3319436937e-17 5.5786132007e-15
3.8100000000e-06 5.0897059127e-19 5.3600420265e-17 5.6080086321e-15
3.8200000000e-06 5.1164421915e-19 5.3882139783e-17 5.6375124837e-15
3.8300000000e-06 5.1432484231e-19 5.4164598801e-17 5.6670569929e-15
3.8400000000e-06 5.1701246077e-19 5.4447794010e-17 5.6966828173e-15
3.8500000000e-06 5.1970707412e-19 5.4731728719e-17 5.7263899568e-15
3.8600000000e-06 5.2240868255e-19 5.5016402926e-17 5.7561648590e-15
3.8700000000e-06 5.2511728607e-19 5.5301814979e-17 5.7860481814e-15
3.8800000000e-06 5.2783288448e-19 5.5587963223e-17 5.8159721613e-15
3.8900000000e-06 5.3055547778e-19 5.5874850966e-17 5.8459910090e-15
3.9000000000e-06 5.3328506596e-19 5.6162478209e-17 5.8761047243e-15
3.9100000000e-06 5.3602164862e-19 5.6450843296e-17 5.9062862023e-15
3.9200000000e-06 5.3876522617e-19 5.6739946229e-17 5.9365083379e-15
3.9300000000e-06 5.4151579840e-19 5.7029787007e-17 5.9668388936e-15
3.9400000000e-06 5.4427336492e-19 5.7320368939e-17 5.9972507646e-15
3.9500000000e-06 5.4703792612e-19 5.7611685407e-17 6.0277303982e-15
3.9600000000e-06 5.4980948160e-19 5.7903741375e-17 6.0582642418e-15
3.9700000000e-06 5.5258803116e-19 5.8196536842e-17 6.0889200583e-15
3.9800000000e-06 5.5537357520e-19 5.8490068499e-17 6.1196300848e-15
3.9900000000e-06 5.5816611352e-19 5.8784338002e-17 6.1504214265e-15
4.0000000000e-06 5.6096564592e-19 5.9079347005e-17 6.1813076359e-15
4.0100000000e-06 5.6377217220e-19 5.9375095507e-17 6.2122345029e-15
4.0200000000e-06 5.6658569255e-19 5.9671581854e-17 6.2432697900e-15
4.0300000000e-06 5.6940620679e-19 5.9968806046e-17 6.2743457348e-15
4.0400000000e-06 5.7223371490e-19 6.0266771392e-17 6.3055436523e-15
4.0500000000e-06 5.7506821709e-19 6.0565472928e-17 6.3367957799e-15
4.0600000000e-06 5.7790971254e-19 6.0864909001e-17 6.3681156702e-15
4.0700000000e-06 5.8075820168e-19 6.1165089537e-17 6.3995168756e-15
4.0800000000e-06 5.8361368469e-19 6.1466004609e-17 6.4310129487e-15
4.0900000000e-06 5.8647616077e-19 6.1767657526e-17 6.4625903370e-15
4.1000000000e-06 5.8934563072e-19 6.2070051597e-17 6.4942354879e-15
4.1100000000e-06 5.9222209375e-19 6.2373183513e-17 6.5259348489e-15
4.1200000000e-06 5.9510555025e-19 6.2677051619e-17 6.5577426302e-15
4.1300000000e-06 5.9799599981e-19 6.2981660880e-17 6.5896046215e-15
4.1400000000e-06 6.0089344285e-19 6.3287004677e-17 6.6215614805e-15
4.1500000000e-06 6.0379787876e-19 6.3593089628e-17 6.6535725497e-15
4.1600000000e-06 6.0670930773e-19 6.3899909115e-17 6.6856784865e-15
4.1700000000e-06 6.0962772958e-19 6.4207473065e-17 6.7178657385e-15
4.1800000000e-06 6.1255314469e-19 6.4515771551e-17 6.7501207532e-15
4.1900000000e-06 6.1548555206e-19 6.4824809536e-17 6.7824570829e-15
4.2000000000e-06 6.1842495271e-19 6.5134583713e-17 6.8148611754e-15
4.2100000000e-06 6.2137134602e-19 6.5445099043e-17 6.8473601355e-15
4.2200000000e-06 6.2432473159e-19 6.5756352218e-17 6.8799268583e-15
4.2300000000e-06 6.2728510983e-19 6.6068343238e-17 6.9125748962e-15
4.2400000000e-06 6.3025248052e-19 6.6381068795e-17 6.9452906967e-15
4.2500000000e-06 6.3322684389e-19 6.6694537160e-17 6.9780878124e-15
4.2600000000e-06 6.3620819951e-19 6.7008743370e-17 7.0109662433e-15
4.2700000000e-06 6.3919654740e-19 6.7323685771e-17 7.0439259894e-15
4.2800000000e-06 6.4219188735e-19 6.7639367671e-17 7.0769534980e-15
4.2900000000e-06 6.4519421955e-19 6.7955790725e-17 7.1100623219e-15
4.3000000000e-06 6.4820354402e-19 6.8272948316e-17 7.1432524609e-15
4.3100000000e-06 6.5121986014e-19 6.8590845406e-17 7.1765103625e-15
4.3200000000e-06 6.5424316853e-19 6.8909480341e-17 7.2098495793e-15
4.3300000000e-06 6.5727346857e-19 6.9228853121e-17 7.2432836638e-15
4.3400000000e-06 6.6031076046e-19 6.9548965400e-17 7.2767719584e-15
4.3500000000e-06 6.6335504422e-19 6.9869813871e-17 7.3103415682e-15
4.3600000000e-06 6.6640631943e-19 7.0191401841e-17 7.3439924931e-15
4.3700000000e-06 6.6946458629e-19 7.0513727655e-17 7.3777247332e-15
4.3800000000e-06 6.7252984481e-19 7.0836794624e-17 7.4115247359e-15
4.3900000000e-06 6.7560209498e-19 7.1160597784e-17 7.4454060538e-15
4.4000000000e-06 6.7868133640e-19 7.1485138788e-17 7.4793551344e-15
4.4100000000e-06 6.8176756908e-19 7.1810417638e-17 7.5133855301e-15
4.4200000000e-06 6.8486079260e-19 7.2136434333e-17 7.5475107934e-15
4.4300000000e-06 6.8796100778e-19 7.2463192182e-17 7.5816902669e-15
4.4400000000e-06 6.9106821421e-19 7.2790687875e-17 7.6159646081e-15
4.4500000000e-06 6.9418241149e-19 7.3118921414e-17 7.6503067119e-15
4.4600000000e-06 6.9730359982e-19 7.3447892798e-17 7.6847165784e-15
4.4700000000e-06 7.0043177919e-19 7.3777600373e-17 7.7192213125e-15
4.4800000000e-06 7.0356694942e-19 7.4108047447e-17 7.7537938093e-15
4.4900000000e-06 7.0670911029e-19 7.4439235675e-17 7.7884611737e-15
4.5000000000e-06 7.0985826180e-19 7.4771158439e-17 7.8231963008e-15
4.5100000000e-06 7.1301440416e-19 7.5103822358e-17 7.8579991906e-15
4.5200000000e-06 7.1617753697e-19 7.5437220812e-17 7.8928833955e-15
4.5300000000e-06 7.1934766022e-19 7.5771360421e-17 7.9278489155e-15
4.5400000000e-06 7.2252477411e-19 7.6106239529e-17 7.9628686457e-15
4.5500000000e-06 7.2570887825e-19 7.6441854827e-17 7.9979967961e-15
4.5600000000e-06 7.2889997263e-19 7.6778209625e-17 8.0332062617e-15
4.5700000000e-06 7.3209805745e-19 7.7115300614e-17 8.0684699373e-15
4.5800000000e-06 7.3530313231e-19 7.7453132757e-17 8.1038149281e-15
4.5900000000e-06 7.3851519741e-19 7.7791701090e-17 8.1392412341e-15
4.6000000000e-06 7.4173425256e-19 7.8131008923e-17 8.1747488553e-15
4.6100000000e-06 7.4496029734e-19 7.8471054601e-17 8.2103242391e-15
4.6200000000e-06 7.4819333236e-19 7.8811836470e-17 8.2459944905e-15
4.6300000000e-06 7.5143335701e-19 7.9153356184e-17 8.2817325046e-15
4.6400000000e-06 7.5468037171e-19 7.9495617052e-17 8.3175382814e-15
4.6500000000e-06 7.5793437604e-19 7.9838615765e-17 8.3534389258e-15
4.6600000000e-06 7.6119536960e-19 8.0182352322e-17 8.3893802278e-15
4.6700000000e-06 7.6446335300e-19 8.0526825071e-17 8.4254435026e-15
4.6800000000e-06 7.6773832604e-19 8.0872038974e-17 8.4615474349e-15
4.6900000000e-06 7.7102028831e-19 8.1217990721e-17 8.4977597875e-15
4.7000000000e-06 7.7430924001e-19 8.1564681968e-17 8.5340399027e-15
4.7100000000e-06 7.7760518115e-19 8.1912109406e-17 8.5703877805e-15
4.7200000000e-06 7.8090811152e-19 8.2260274689e-17 8.6068169735e-15
4.7300000000e-06 7.8421803071e-19 8.2609181126e-17 8.6433274817e-15
4.7400000000e-06 7.8753493934e-19 8.2958823753e-17 8.6799193050e-15
4.7500000000e-06 7.9085883660e-19 8.3309204226e-17 8.7165653384e-15
4.7600000000e-06 7.9418972309e-19 8.3660324198e-17 8.7533197921e-15
4.7700000000e-06 7.9752759820e-19 8.4012180361e-17 8.7901420084e-15
4.7800000000e-06 8.0087246255e-19 8.4364776023e-17 8.8270184348e-15
4.7900000000e-06 8.0422431532e-19 8.4718111185e-17 8.8639897288e-15
4.8000000000e-06 8.0758315692e-19 8.5072182537e-17 8.9010423381e-15
4.8100000000e-06 8.1094898694e-19 8.5426993389e-17 8.9381762625e-15
4.8200000000e-06 8.1432180579e-19 8.5782542086e-17 8.9753779495e-15
4.8300000000e-06 8.1770161266e-19 8.6138830283e-17 9.0126745043e-15
4.8400000000e-06 8.2108840856e-19 8.6495856324e-17 9.0500117166e-15
4.8500000000e-06 8.2448219228e-19 8.6853618557e-17 9.0874437966e-15
4.8600000000e-06 8.2788296462e-19 8.7212121943e-17 9.1249571918e-15
4.8700000000e-06 8.3129072499e-19 8.7571359865e-17 9.1625654546e-15
4.8800000000e-06 8.3470547337e-19 8.7931335633e-17 9.2002143751e-15
4.8900000000e-06 8.3812720998e-19 8.8292054209e-17 9.2379717157e-15
4.9000000000e-06 8.4155593441e-19 8.8653510630e-17 9.2757697140e-15
4.9100000000e-06 8.4499164705e-19 8.9015701587e-17 9.3136761324e-15
4.9200000000e-06 8.4843434752e-19 8.9378632044e-17 9.3516503135e-15
4.9300000000e-06 8.5188403560e-19 8.9742302000e-17 9.3897193623e-15
4.9400000000e-06 8.5534071150e-19 9.0106711456e-17 9.4278426212e-15
4.9500000000e-06 8.5880437482e-19 9.0471857103e-17 9.4660471952e-15
4.9600000000e-06 8.6227502615e-19 9.0837742249e-17 9.5043330844e-15
4.9700000000e-06 8.6575266450e-19 9.1204363585e-17 9.5427002888e-15
4.9800000000e-06 8.6923729046e-19 9.1571724422e-17 9.5811488084e-15
4.9900000000e-06 8.7272890384e-19 9.1939824757e-17 9.6196515380e-15
5.0000000000e-06 8.7622750503e-19 9.2308661284e-17 9.6582491354e-15
5.0100000000e-06 8.7973309283e-19 9.2678237310e-17 9.6969144953e-15
5.0200000000e-06 8.8324566805e-19 9.3048549526e-17 9.7356747230e-15
5.0300000000e-06 8.8676523047e-19 9.3419602897e-17 9.7744891608e-15
5.0400000000e-06 8.9029177971e-19 9.3791394112e-17 9.8134120188e-15
5.0500000000e-06 8.9382531596e-19 9.4163923173e-17 9.8523619818e-15
5.0600000000e-06 8.9736583921e-19 9.4537190079e-17 9.8914339176e-15
5.0700000000e-06 9.0091334928e-19 9.4911194830e-17 9.9305736160e-15
5.0800000000e-06 9.0446784595e-19 9.5285937426e-17 9.9697810771e-15
5.0900000000e-06 9.0802932984e-19 9.5661419521e-17 1.0009069853e-14
5.1000000000e-06 9.1159779992e-19 9.6037639462e-17 1.0048439945e-14
5.1100000000e-06 9.1517325662e-19 9.6414597247e-17 1.0087877799e-14
5.1200000000e-06 9.1875569972e-19 9.6792292878e-17 1.0127410520e-14
5.1300000000e-06 9.2234512962e-19 9.7170726354e-17 1.0167011005e-14
5.1400000000e-06 9.2594154533e-19 9.7549899329e-17 1.0206679252e-14
5.1500000000e-06 9.2954494764e-19 9.7929811804e-17 1.0246428814e-14
5.1600000000e-06 9.3315533636e-19 9.8310460470e-17 1.0286259691e-14
5.1700000000e-06 9.3677271108e-19 9.8691848635e-17 1.0326158331e-14
5.1800000000e-06 9.4039707200e-19 9.9073972990e-17 1.0366151839e-14
5.1900000000e-06 9.4402841831e-19 9.9456835191e-17 1.0406226662e-14
5.2000000000e-06 9.4766675123e-19 9.9840438546e-17 1.0446342142e-14
5.2100000000e-06 9.5131206995e-19 1.0022477809e-16 1.0486579595e-14
5.2200000000e-06 9.5496437427e-19 1.0060985879e-16 1.0526857706e-14
5.2300000000e-06 9.5862366439e-19 1.0099567568e-16 1.0567244237e-14
5.2400000000e-06 9.6228994050e-19 1.0138222876e-16 1.0607684978e-14
5.2500000000e-06 9.6596320201e-19 1.0176952134e-16 1.0648207034e-14
5.2600000000e-06 9.6964344892e-19 1.0215755508e-16 1.0688810405e-14
5.2700000000e-06 9.7333068142e-19 1.0254632335e-16 1.0729495092e-14
5.2800000000e-06 9.7702489932e-19 1.0293582946e-16 1.0770274646e-14
5.2900000000e-06 9.8072610262e-19 1.0332607673e-16 1.0811081305e-14
5.3000000000e-06 9.8443429090e-19 1.0371706185e-16 1.0852009937e-14
5.3100000000e-06 9.8814946458e-19 1.0410878315e-16 1.0892992779e-14
5.3200000000e-06 9.9187162365e-19 1.0450124396e-16 1.0934043384e-14
5.3300000000e-06 9.9560076731e-19 1.0489444426e-16 1.0975202409e-14
5.3400000000e-06 9.9933689617e-19 1.0528838075e-16 1.1016415644e-14
5.3500000000e-06 1.0030800100e-18 1.0568305675e-16 1.1057710195e-14
5.3600000000e-06 1.0068301086e-18 1.0607847059e-16 1.1099099612e-14
5.3700000000e-06 1.0105871923e-18 1.0647462227e-16 1.1140556793e-14
5.3800000000e-06 1.0143512605e-18 1.0687151180e-16 1.1182081736e-14
5.3900000000e-06 1.0181223135e-18 1.0726913918e-16 1.1223687995e-14
5.4000000000e-06 1.0219003507e-18 1.0766750605e-16 1.1265375568e-14
5.4100000000e-06 1.0256853724e-18 1.0806661243e-16 1.1307130904e-14
5.4200000000e-06 1.0294773790e-18 1.0846645499e-16 1.1348981108e-14
5.4300000000e-06 1.0332763697e-18 1.0886703705e-16 1.1390885522e-14
5.4400000000e-06 1.0370823447e-18 1.0926835365e-16 1.1432884804e-14
5.4500000000e-06 1.0408953040e-18 1.0967041306e-16 1.1474951848e-14
5.4600000000e-06 1.0447152475e-18 1.1007320701e-16 1.1517113760e-14
5.4700000000e-06 1.0485421754e-18 1.1047674211e-16 1.1559329882e-14
5.4800000000e-06 1.0523760868e-18 1.1088101505e-16 1.1601613767e-14
5.4900000000e-06 1.0562169825e-18 1.1128602584e-16 1.1644006072e-14
5.5000000000e-06 1.0600648621e-18 1.1169177447e-16 1.1686479692e-14
5.5100000000e-06 1.0639197255e-18 1.1209825930e-16 1.1728993970e-14
5.5200000000e-06 1.0677815727e-18 1.1250548528e-16 1.1771603115e-14
5.5300000000e-06 1.0716504034e-18 1.1291345076e-16 1.1814293576e-14
5.5400000000e-06 1.0755262179e-18 1.1332214912e-16 1.1857065351e-14
5.5500000000e-06 1.0794090159e-18 1.1373159028e-16 1.1899904890e-14
5.5600000000e-06 1.0832987976e-18 1.1414176764e-16 1.1942825743e-14
5.5700000000e-06 1.0871955624e-18 1.1455268450e-16 1.1985827912e-14
5.5800000000e-06 1.0910993105e-18 1.1496433921e-16 1.2028911396e-14
5.5900000000e-06 1.0950100423e-18 1.1537673341e-16 1.2072062642e-14
5.6000000000e-06 1.0989277571e-18 1.1578986215e-16 1.2115295204e-14
5.6100000000e-06 1.1028524550e-18 1.1620373039e-16 1.2158581975e-14
5.6200000000e-06 1.1067841362e-18 1.1661833647e-16 1.2201977167e-14
5.6300000000e-06 1.1107228003e-18 1.1703368371e-16 1.2245440122e-14
5.6400000000e-06 1.1146684471e-18 1.1744976548e-16 1.2288970839e-14
5.6500000000e-06 1.1186210770e-18 1.1786658841e-16 1.2332582872e-14
5.6600000000e-06 1.1225806898e-18 1.1828414918e-16 1.2376289772e-14
5.6700000000e-06 1.1265472850e-18 1.1870244615e-16 1.2420064434e-14
5.6800000000e-06 1.1305208632e-18 1.1912148427e-16 1.2463906860e-14
5.6900000000e-06 1.1345014241e-18 1.1954125692e-16 1.2507830600e-14
5.7000000000e-06 1.1384889672e-18 1.1996177073e-16 1.2551849208e-14
5.7100000000e-06 1.1424834930e-18 1.2038302073e-16 1.2595908474e-14
5.7200000000e-06 1.1464850013e-18 1.2080501188e-16 1.2640062608e-14
5.7300000000e-06 1.1504934914e-18 1.2122773922e-16 1.2684298056e-14
5.7400000000e-06 1.1545089642e-18 1.2165120276e-16 1.2728614820e-14
5.7500000000e-06 1.1585314193e-18 1.2207540579e-16 1.2773012899e-14
5.7600000000e-06 1.1625608562e-18 1.2250034832e-16 1.2817478741e-14
5.7700000000e-06 1.1665972752e-18 1.2292602870e-16 1.2862025897e-14
5.7800000000e-06 1.1706406763e-18 1.2335244527e-16 1.2906654369e-14
5.7900000000e-06 1.1746910592e-18 1.2377960299e-16 1.2951337051e-14
5.8000000000e-06 1.1787484242e-18 1.2420749856e-16 1.2996114601e-14
5.8100000000e-06 1.1828127710e-18 1.2463613197e-16 1.3040959914e-14
5.8200000000e-06 1.1868840993e-18 1.2506550158e-16 1.3085900094e-14
5.8300000000e-06 1.1909624095e-18 1.2549561233e-16 1.3130908036e-14
5.8400000000e-06 1.1950477009e-18 1.2592645928e-16 1.3175983742e-14
5.8500000000e-06 1.1991399742e-18 1.2635804408e-16 1.3221154315e-14
5.8600000000e-06 1.2032392285e-18 1.2679036837e-16 1.3266392650e-14
5.8700000000e-06 1.2073454645e-18 1.2722343216e-16 1.3311698749e-14
5.8800000000e-06 1.2114586817e-18 1.2765722884e-16 1.3357086162e-14
5.8900000000e-06 1.2155788802e-18 1.2809176832e-16 1.3402554891e-14
5.9000000000e-06 1.2197060599e-18 1.2852704399e-16 1.3448132039e-14
5.9100000000e-06 1.2238402208e-18 1.2896305916e-16 1.3493736293e-14
5.9200000000e-06 1.2279813622e-18 1.2939981384e-16 1.3539435415e-14
5.9300000000e-06 1.2321294854e-18 1.2983730304e-16 1.3585229404e-14
5.9400000000e-06 1.2362845887e-18 1.3027553341e-16 1.3631077603e-14
5.9500000000e-06 1.2404466735e-18 1.3071449996e-16 1.3677020671e-14
5.9600000000e-06 1.2446157385e-18 1.3115420601e-16 1.3723017948e-14
5.9700000000e-06 1.2487917847e-18 1.3159464991e-16 1.3769096540e-14
5.9800000000e-06 1.2529748110e-18 1.3203583165e-16 1.3815283553e-14
5.9900000000e-06 1.2571648183e-18 1.3247775290e-16 1.3861524775e-14
6.0000000000e-06 1.2613618059e-18 1.3292040867e-16 1.3907833761e-14
6.0100000000e-06 1.2655657738e-18 1.3336380561e-16 1.3954251166e-14
6.0200000000e-06 1.2697767223e-18 1.3380794038e-16 1.4000722782e-14
6.0300000000e-06 1.2739946508e-18 1.3425281466e-16 1.4047262160e-14
6.0400000000e-06 1.2782195597e-18 1.3469842513e-16 1.4093896406e-14
6.0500000000e-06 1.2824514485e-18 1.3514477344e-16 1.4140584862e-14
6.0600000000e-06 1.2866903179e-18 1.3559186125e-16 1.4187395291e-14
6.0700000000e-06 1.2909361668e-18 1.3603968691e-16 1.4234246377e-14
6.0800000000e-06 1.2951889959e-18 1.3648825207e-16 1.4281192331e-14
6.0900000000e-06 1.2994488046e-18 1.3693755342e-16 1.4328206048e-14
6.1000000000e-06 1.3037155935e-18 1.3738759261e-16 1.4375301080e-14
6.1100000000e-06 1.3079893619e-18 1.3783837130e-16 1.4422450322e-14
6.1200000000e-06 1.3122701100e-18 1.3828988784e-16 1.4469707984e-14
6.1300000000e-06 1.3165578374e-18 1.3874214057e-16 1.4517046961e-14
6.1400000000e-06 1.3208525446e-18 1.3919513279e-16 1.4564440149e-14
6.1500000000e-06 1.3251542318e-18 1.3964886452e-16 1.4611914651e-14
6.1600000000e-06 1.3294628977e-18 1.4010333244e-16 1.4659484022e-14
6.1700000000e-06 1.3337785431e-18 1.4055854151e-16 1.4707107602e-14
6.1800000000e-06 1.3381011678e-18 1.4101448843e-16 1.4754826050e-14
6.1900000000e-06 1.3424307715e-18 1.4147116988e-16 1.4802612261e-14
6.2000000000e-06 1.3467673545e-18 1.4192859414e-16 1.4850479787e-14
6.2100000000e-06 1.3511109165e-18 1.4238675294e-16 1.4898415075e-14
6.2200000000e-06 1.3554614575e-18 1.4284565124e-16 1.4946445232e-14
6.2300000000e-06 1.3598189774e-18 1.4330528407e-16 1.4994543151e-14
6.2400000000e-06 1.3641834761e-18 1.4376565971e-16 1.5042708832e-14
6.2500000000e-06 1.3685549536e-18 1.4422677154e-16 1.5090969381e-14
6.2600000000e-06 1.3729334098e-18 1.4468862288e-16 1.5139284141e-14
6.2700000000e-06 1.3773188447e-18 1.4515121205e-16 1.5187707320e-14
6.2800000000e-06 1.3817112580e-18 1.4561453908e-16 1.5236184710e-14
6.2900000000e-06 1.3861106500e-18 1.4607860560e-16 1.5284743415e-14
6.3000000000e-06 1.3905170207e-18 1.4654340831e-16 1.5333383434e-14
6.3100000000e-06 1.3949303692e-18 1.4700895052e-16 1.5382104770e-14
6.3200000000e-06 1.3993506961e-18 1.4747523058e-16 1.5430893867e-14
6.3300000000e-06 1.4037780016e-18 1.4794224683e-16 1.5479750728e-14
6.3400000000e-06 1.4082122849e-18 1.4841000257e-16 1.5528716008e-14
6.3500000000e-06 1.4126535466e-18 1.4887849617e-16 1.5577735499e-14
6.3600000000e-06 1.4171017859e-18 1.4934772760e-16 1.5626836305e-14
6.3700000000e-06 1.4215570035e-18 1.4981770019e-16 1.5676018426e-14
6.3800000000e-06 1.4260191988e-18 1.5028840732e-16 1.5725268310e-14
6.3900000000e-06 1.4304883721e-18 1.5075985395e-16 1.5774599509e-14
6.4000000000e-06 1.4349645230e-18 1.5123203842e-16 1.5824025575e-14
6.4100000000e-06 1.4394476515e-18 1.5170496239e-16 1.5873492299e-14
6.4200000000e-06 1.4439377579e-18 1.5217862421e-16 1.5923067444e-14
6.4300000000e-06 1.4484348416e-18 1.5265302553e-16 1.5972710351e-14
6.4400000000e-06 1.4529389029e-18 1.5312815807e-16 1.6022434573e-14
6.4500000000e-06 1.4574499416e-18 1.5360403508e-16 1.6072226557e-14
6.4600000000e-06 1.4619679575e-18 1.5408064827e-16 1.6122113410e-14
6.4700000000e-06 1.4664929509e-18 1.5455800097e-16 1.6172040920e-14
6.4800000000e-06 1.4710249216e-18 1.5503609151e-16 1.6222090403e-14
6.4900000000e-06 1.4755638688e-18 1.5551491824e-16 1.6272194096e-14
6.5000000000e-06 1.4801097936e-18 1.5599448613e-16 1.6322365551e-14
6.5100000000e-06 1.4846626952e-18 1.5647479021e-16 1.6372618322e-14
6.5200000000e-06 1.4892225740e-18 1.5695583378e-16 1.6422979513e-14
6.5300000000e-06 1.4937894293e-18 1.5743761355e-16 1.6473381361e-14
6.5400000000e-06 1.4983632613e-18 1.5792013116e-16 1.6523891630e-14
6.5500000000e-06 1.5029440706e-18 1.5840338827e-16 1.6574442556e-14
6.5600000000e-06 1.5075318562e-18 1.5888738489e-16 1.6625101903e-14
6.5700000000e-06 1.5121266183e-18 1.5937211769e-16 1.6675829012e-14
6.5800000000e-06 1.5167283571e-18 1.5985758834e-16 1.6726623884e-14
6.5900000000e-06 1.5213370725e-18 1.6034379848e-16 1.6777486518e-14
6.6000000000e-06 1.5259527637e-18 1.6083074647e-16 1.6828444020e-14
6.6100000000e-06 1.5305754317e-18 1.6131843231e-16 1.6879496390e-14
